id_cliente,edad,ingreso_mensual,default,monto_credito_solicitado,antiguedad_laboral_meses,relacion_deuda_ingreso,num_moras_historicas,nombre,score_interno,tipo_contrato,ciudad,fecha_desembolso,genero
CLI-00206,37.0,1217000.0,0,2910000.0,11.0,0.639,0,Luis Martinez,571.0,indefinido,CALI,23/08/2022,f
CLI-00103,34.0,3750000.0,0,2660000.0,,0.283,1,Paula Castro,720.0,Fijo,medellin,26-Oct-2021,F
CLI-00260,23.0,2474000.0,0,4170000.0,16.0,,0,Miguel Hernandez,496.0,N/A,Envigado,28/01/2023,M
CLI-00175,24.0,3011000.0,0,2890000.0,12.0,0.295,0,Natalia Rodriguez,615.0,indefinido,medellin,25/05/2022,f
CLI-00171,31.0,2936000.0,0,2890000.0,17.0,0.099,0,Miguel Perez,433.0,Independiente,Barranquilla,13/05/2022,
CLI-00296,40.0,1865000.0,0,3990000.0,31.0,-0.5,2,Santiago Gonzalez,607.0,fijo,MEDELLIN,14/05/2023,M
CLI-00158,49.0,2167000.0,0,2630000.0,71.0,0.308,1,Felipe Gomez,579.0,,,05-Apr-2022,
CLI-00071,24.0,961000.0,0,5550000.0,42.0,0.01,2,Sofia Torres,461.0,Indefinido,Bogota,24/07/2021,m
CLI-00134,36.0,$753.000,0,4120000.0,33.0,0.114,1,Ana Rodriguez,505.0,Prestacion de servicios,Medellin,2022/01/25,Femenino
CLI-00282,19.0,1905000.0,0,3330000.0,50.0,0.191,0,Valentina Ramirez,576.0,Fijo,Pereira,2023-04-03,M
CLI-00038,29.0,3520000.0,0,5060000.0,69.0,0.176,0,Diego Gonzalez,547.0,,medellin,19/04/2021,M
CLI-00373,47.0,2848000.0,0,1200000.0,75.0,,1,David Ramirez,,Independiente,CALI,25-Dec-2023,f
CLI-00274,61.0,3895000.0,0,8270000.0,53.0,0.017,0,Miguel Munoz,688.0,Prestacion de servicios,Bucaramanga,2023/03/10,Masculino
CLI-00455,39.0,1389000.0,0,4610000.0,69.0,0.319,0,Camila Martinez,567.0,Fijo,,21/08/2024,Femenino
CLI-00334,27.0,,0,1180000.0,17.0,0.105,0,Diego Castro,502.0,Prestacion de servicios,Barranquilla,2023/09/02,F
CLI-00271,30.0,4707000.0,0,930000.0,16.0,0.212,2,,798.0,N/A,Bogota,01/03/2023,m
CLI-00347,31.0,9717000.0,0,5060000.0,12.0,0.427,0,Andres Rodriguez,914.0,Indefinido,Envigado,2023-10-10,F
CLI-00459,42.0,1981000.0,0,3470000.0,3.0,0.341,0,Sofia Vargas,545.0,N/A,,2024/09/02,f
CLI-00019,48.0,3106000.0,0,5570000.0,15.0,0.38,0,Andres Castro,757.0,Independiente,Cali,2021/02/22,m
CLI-00178,40.0,2446000.0,0,6740000.0,,0.352,0,David Lopez,648.0,Indefinido,MEDELLIN,02-Jun-2022,Masculino
CLI-00388,44.0,1598000.0,0,2090000.0,108.0,0.401,0,Maria Castro,716.0,Indefinido,Medellin,07-Feb-2024,M
CLI-00021,36.0,1221000.0,0,7190000.0,27.0,0.01,1,Carlos Hernandez,641.0,,Envigado,28/02/2021,Femenino
CLI-00056,31.0,1701000.0,0,4400000.0,11.0,0.187,1,  SANTIAGO LOPEZ  ,584.0,fijo,CALI,10/06/2021,Masculino
CLI-00383,20.0,1138000.0,0,3400000.0,7.0,0.514,0,Carlos Gonzalez,482.0,Prestacion de servicios,,23-Jan-2024,
CLI-00426,34.0,5081000.0,0,1990000.0,23.0,0.516,0,Daniela Gonzalez,720.0,Indefinido,Cali,28/05/2024,f
CLI-00362,42.0,964000.0,0,1.950.000,86.0,0.217,1,Camila Gonzalez,793.0,indefinido,Bogota,2023-11-23,M
CLI-00035,45.0,906000 COP,0,1370000.0,15.0,0.241,0,Valentina Rodriguez,653.0,Fijo,bogota,10/04/2021,Masculino
CLI-00182,40.0,2710000.0,0,2900000.0,52.0,0.294,2,David Torres,648.0,N/A,Pereira,2022-06-14,F
CLI-00185,43.0,,0,3020000.0,37.0,0.632,1,Santiago Lopez,588.0,Fijo,Bucaramanga,23/06/2022,
CLI-00151,36.0,4995000.0,0,3750000.0,42.0,0.178,0,Paula Ortiz,829.0,fijo,medellin,15/03/2022,
CLI-00208,25.0,2622000.0,0,1790000.0,55.0,0.213,0,Ana Vargas,493.0,,Bogota,29-Aug-2022,Femenino
CLI-00241,28.0,3272000.0,1,2690000.0,25.0,0.72,0,Laura Munoz,714.0,indefinido,Cali,04/12/2022,f
CLI-00366,54.0,3004000.0,0,11820000.0,67.0,0.318,0,Santiago Ramirez,547.0,,bogota,04/12/2023,f
CLI-00371,38.0,2279000.0,1,3040000.0,149.0,0.47,2,Paula Gomez,531.0,Fijo,Barranquilla,19/12/2023,M
CLI-00297,41.0,3262000.0,0,4090000.0,34.0,0.591,3,Jorge Gonzalez,778.0,indefinido,Pereira,2023-05-17,Masculino
CLI-00098,27.0,2977000.0,0,3170000.0,6.0,0.299,0,Maria Lopez,644.0,Prestacion de servicios,Bogota,11-Oct-2021,m
CLI-00236,31.0,2146000,0,4820000.0,55.0,0.411,0,Paula Munoz,545.0,Indefinido,Bucaramanga,19/11/2022,Femenino
CLI-00398,41.0,,1,5180000.0,35.0,0.229,1,Natalia Torres,531.0,N/A,Itagui,07-Mar-2024,Masculino
CLI-00435,48.0,2315000.0,0,2540000.0,82.0,0.181,1,Felipe Garcia,615.0,Fijo,Bogota,23/06/2024,
CLI-00155,37.0,,0,4570000.0,7.0,0.342,1,Daniela Lopez,904.0,Indefinido,Pereira,27/03/2022,
CLI-00123,40.0,2268000.0,1,4730000.0,9.0,0.101,3,Carlos Munoz,515.0,Fijo,medellin,23-Dec-2021,Masculino
CLI-00114,22.0,,0,7880000.0,23.0,0.613,0,Miguel Gonzalez,618.0,fijo,Pereira,2021/11/27,f
CLI-00281,43.0,1933000.0,0,4710000.0,22.0,0.237,0,Valentina Diaz,725.0,indefinido,Medellin,31/03/2023,F
CLI-00352,47.0,1552000.0,0,7380000.0,66.0,0.01,0,Sofia Hernandez,654.0,,Envigado,2023-10-24,Femenino
CLI-00172,43.0,"2,272,000",0,8340000.0,30.0,0.237,0,Maria Diaz,490.0,indefinido,Itagui,2022-05-16,F
CLI-00109,47.0,"854,000",0,5.650.000,86.0,0.343,2,Andres Munoz,664.0,Indefinido,Bogota,2021/11/12,F
CLI-00079,45.0,1748000.0,0,1740000.0,5.0,0.571,1,Diego Castro,617.0,fijo,Bucaramanga,2021/08/17,Femenino
CLI-00095,19.0,1045000.0,0,5420000.0,16.0,0.445,1,Juan Rodriguez,716.0,Independiente,Medellin,03/10/2021,F
CLI-00062,34.0,2343000 COP,0,3960000.0,10.0,0.222,2,Diego Vargas,,Indefinido,Envigado,2021-06-28,Femenino
CLI-00441,36.0,2204000.0,0,1380000.0,16.0,0.017,0,Diego Munoz,674.0,Fijo,MEDELLIN,11/07/2024,Femenino
CLI-00468,59.0,1368000.0,0,5350000.0,10.0,0.332,0,Laura Lopez,544.0,Indefinido,Pereira,28-Sep-2024,M
CLI-00126,42.0,1519000.0,1,7160000.0,48.0,0.595,0,Miguel Lopez,681.0,Prestacion de servicios,MEDELLIN,01/01/2022,Femenino
CLI-00338,41.0,$4.048.000,0,5940000.0,39.0,0.226,0,Camila Martinez,735.0,Prestacion de servicios,bogota,14-Sep-2023,m
CLI-00311,51.0,$1.792.000,0,8310000.0,47.0,0.396,1,Carlos Gonzalez,713.0,N/A,Barranquilla,27/06/2023,
CLI-00488,43.0,2340000.0,0,15070000.0,93.0,0.392,2,Maria Martinez,734.0,,Barranquilla,25-Nov-2024,F
CLI-00424,22.0,1490000.0,0,10450000.0,23.0,0.338,0,Diego Torres,461.0,Indefinido,Cali,2024/05/22,m
CLI-00275,55.0,,0,7770000.0,89.0,0.505,1,Paula Ramirez,700.0,Prestacion de servicios,,13/03/2023,m
CLI-00411,22.0,1362000.0,0,1260000.0,46.0,0.236,1,David Castro,777.0,Indefinido,Cali,14/04/2024,Femenino
CLI-00025,33.0,4000000.0,1,6260000.0,75.0,0.119,1,Maria Vargas,627.0,Independiente,Pereira,12/03/2021,M
CLI-00323,51.0,1109000.0,0,5650000.0,22.0,0.407,0,  CAMILA MUNOZ  ,521.0,Fijo,MEDELLIN,01-Aug-2023,
CLI-00351,42.0,1655000.0,0,9320000.0,37.0,0.335,0,Maria Lopez,542.0,fijo,Bucaramanga,22/10/2023,Femenino
CLI-00496,48.0,2365000.0,0,2050000.0,50.0,0.454,1,Carlos Lopez,676.0,Independiente,Pereira,19/12/2024,m
CLI-00127,54.0,1614000.0,0,4010000.0,29.0,0.01,0,Diego Ramirez,631.0,N/A,Medellin,2022-01-04,Masculino
CLI-00409,18.0,2053000.0,0,2070000.0,16.0,0.584,2,Natalia Castro,414.0,Independiente,Barranquilla,2024/04/08,Femenino
CLI-00284,43.0,3101000.0,0,3280000.0,19.0,0.339,1,Felipe Vargas,730.0,N/A,Itagui,2023/04/09,f
CLI-00179,37.0,2407000.0,0,2900000.0,0.0,0.468,1,David Torres,681.0,Independiente,medellin,2022/06/05,m
CLI-00437,32.0,1115000.0,0,2370000.0,173.0,0.433,1,Santiago Perez,761.0,,Cali,2024-06-29,M
CLI-00451,37.0,,0,3390000.0,20.0,0.629,1,Daniela Gonzalez,559.0,Fijo,,09/08/2024,F
CLI-00224,26.0,938000.0,0,6910000.0,56.0,0.599,1,Carlos Munoz,474.0,Independiente,Barranquilla,2022/10/15,F
CLI-00353,32.0,3123000.0,0,4750000.0,5.0,0.112,0,David Vargas,884.0,Indefinido,bogota,27-Oct-2023,Femenino
CLI-00094,37.0,868000.0,1,9020000.0,2.0,0.12,1,Santiago Gonzalez,486.0,N/A,Medellin,2021/09/30,Femenino
CLI-00070,36.0,"2,178,000",0,3640000.0,20.0,-0.5,0,Laura Castro,649.0,N/A,Cali,21/07/2021,f
CLI-00037,37.0,1515000.0,0,5560000.0,70.0,0.3,2,Ana Hernandez,624.0,Prestacion de servicios,CALI,2021-04-16,F
CLI-00161,27.0,851000.0,0,4330000.0,288.0,0.588,0,Sofia Vargas,703.0,Independiente,bogota,14/04/2022,Masculino
CLI-00012,47.0,1709000.0,0,3570000.0,10.0,0.499,0,Paula Hernandez,583.0,Fijo,Envigado,2021-02-02,f
CLI-00145,29.0,1675000.0,0,5040000.0,15.0,0.545,0,Luis Hernandez,621.0,,Barranquilla,26/02/2022,Masculino
CLI-00355,50.0,,0,3520000.0,6.0,0.208,0,David Hernandez,720.0,Prestacion de servicios,Bogota,02/11/2023,M
CLI-00128,25.0,3919000.0,0,3530000.0,74.0,0.606,1,Daniela Lopez,818.0,Fijo,Cali,07-Jan-2022,Femenino
CLI-00422,999.0,1285000.0,0,8680000.0,3.0,0.405,1,Laura Vargas,563.0,,bogota,2024-05-16,m
CLI-00010,29.0,2502000 COP,0,770000.0,3.0,0.362,0,Natalia Gomez,536.0,Independiente,Barranquilla,27/01/2021,Femenino
CLI-00376,64.0,745000.0,0,4500000.0,11.0,0.488,0,Jorge Perez,633.0,Fijo,CALI,03/01/2024,Masculino
CLI-00177,55.0,,0,3670000.0,137.0,0.339,1,Ana Munoz,1000.0,Fijo,Pereira,2022-05-30,Femenino
CLI-00232,32.0,"2,041,000",0,1820000.0,22.0,0.415,0,Maria Munoz,713.0,Fijo,Itagui,2022-11-07,f
CLI-00211,48.0,1969000.0,0,2680000.0,24.0,0.137,1,Natalia Lopez,619.0,,Barranquilla,07/09/2022,Masculino
CLI-00129,31.0,1178000.0,1,1650000.0,4.0,0.519,0,Paula Perez,572.0,N/A,,2022/01/10,Femenino
CLI-00144,41.0,,0,1560000.0,14.0,0.507,0,Paula Gonzalez,677.0,fijo,medellin,2022/02/23,F
CLI-00242,37.0,3591000.0,0,2840000.0,48.0,0.364,1,Sofia Gomez,414.0,,Envigado,2022-12-07,m
CLI-00008,35.0,2464000.0,0,1250000.0,39.0,0.447,0,Carlos Lopez,688.0,N/A,Bucaramanga,21-Jan-2021,f
CLI-00255,35.0,4841000.0,0,1920000.0,52.0,0.799,0,Juan Ramirez,767.0,Indefinido,medellin,14/01/2023,Masculino
CLI-00372,53.0,1198000.0,0,4240000.0,39.0,0.324,0,Felipe Torres,538.0,Independiente,Itagui,2023-12-22,Masculino
CLI-00354,47.0,2014000.0,0,4390000.0,100.0,0.581,0,Juan Ortiz,805.0,N/A,Medellin,2023/10/30,Masculino
CLI-00009,38.0,1499000.0,0,1870000.0,92.0,0.185,0,Camila Diaz,644.0,indefinido,medellin,2021/01/24,Masculino
CLI-00157,39.0,1284000.0,0,4730000.0,43.0,0.544,0,Maria Perez,517.0,fijo,Itagui,2022-04-02,m
CLI-00028,42.0,2117000.0,0,9920000.0,10.0,0.405,0,Felipe Rodriguez,603.0,indefinido,Pereira,20-Mar-2021,F
CLI-00267,40.0,2067000.0,0,2040000.0,26.0,0.614,0,Isabella Vargas,559.0,fijo,medellin,2023-02-18,F
CLI-00065,46.0,3110000.0,0,4060000.0,34.0,0.125,1,Isabella Lopez,635.0,,Pereira,07/07/2021,F
CLI-00256,47.0,3499000.0,0,6620000.0,15.0,0.273,0,  ANDRES HERNANDEZ  ,602.0,Fijo,Pereira,17/01/2023,Femenino
CLI-00319,49.0,2273000.0,0,6250000.0,9.0,0.351,0,Sofia Lopez,497.0,N/A,Pereira,2023/07/20,m
CLI-00154,-5.0,1142000.0,1,2630000.0,13.0,0.609,0,Sofia Gonzalez,-50,,Bogota,2022/03/24,f
CLI-00049,45.0,2823000.0,0,3160000.0,48.0,0.258,0,Santiago Ortiz,492.0,Independiente,CALI,2021/05/21,
CLI-00209,28.0,1775000.0,0,7480000.0,4.0,0.452,0,Paula Perez,580.0,,CALI,2022/09/01,Masculino
CLI-00288,39.0,1791000.0,0,3060000.0,21.0,0.571,1,Felipe Ramirez,569.0,Independiente,bogota,20-Apr-2023,
CLI-00002,27.0,3102000.0,0,1200000.0,9.0,0.654,1,Diego Lopez,635.0,N/A,Cali,2021-01-03,f
CLI-00270,38.0,4597000.0,1,4230000.0,1.0,0.466,2,Ana Hernandez,656.0,Fijo,Pereira,27/02/2023,Masculino
CLI-00266,49.0,813000.0,0,4530000.0,78.0,0.053,0,Natalia Hernandez,803.0,Prestacion de servicios,Cali,15/02/2023,Masculino
CLI-00328,37.0,1870000 COP,0,2330000.0,79.0,0.038,0,Natalia Garcia,731.0,Prestacion de servicios,Envigado,15-Aug-2023,M
CLI-00335,38.0,1361000.0,0,4070000.0,1.0,0.705,0,Camila Ortiz,555.0,indefinido,Pereira,05/09/2023,Masculino
CLI-00096,999.0,1604000.0,0,4490000.0,35.0,0.233,1,Isabella Munoz,489.0,indefinido,,05/10/2021,F
CLI-00465,26.0,1948000.0,0,1.280.000,2.0,0.01,1,Andres Garcia,389.0,indefinido,Pereira,19/09/2024,Femenino
CLI-00493,35.0,4863000.0,0,1720000.0,11.0,,3,Maria Perez,807.0,Independiente,medellin,10-Dec-2024,M
CLI-00440,43.0,3057000.0,0,4630000.0,5.0,0.418,0,Diego Garcia,574.0,Independiente,Envigado,08/07/2024,f
CLI-00117,,$2.833.000,0,5000000.0,0.0,,0,Santiago Gomez,651.0,Independiente,MEDELLIN,2021-12-06,Femenino
CLI-00046,40.0,1831000.0,0,6340000.0,13.0,0.346,2,Jorge Hernandez,393.0,,Bogota,12/05/2021,m
CLI-00162,30.0,1965000.0,0,5230000.0,99.0,0.464,0,Paula Ramirez,516.0,indefinido,Barranquilla,2022-04-17,F
CLI-00387,43.0,3695000.0,0,3050000.0,16.0,0.464,1,Carlos Castro,,indefinido,Itagui,2024-02-04,f
CLI-00118,38.0,2237000.0,0,7620000.0,,0.309,1,David Diaz,699.0,fijo,MEDELLIN,09-Dec-2021,M
CLI-00289,35.0,1154000.0,0,3900000.0,69.0,0.464,0,Laura Torres,559.0,Independiente,Itagui,2023/04/23,
CLI-00078,40.0,3700000.0,0,3040000.0,123.0,0.375,0,Paula Castro,761.0,fijo,Cali,14-Aug-2021,m
CLI-00414,46.0,1453000.0,0,1950000.0,72.0,0.309,0,Isabella Rodriguez,748.0,N/A,medellin,2024/04/23,F
CLI-00064,44.0,1352000.0,0,1870000.0,37.0,0.077,1,David Hernandez,471.0,Fijo,Barranquilla,2021/07/04,M
CLI-00395,46.0,1697000.0,0,4070000.0,24.0,0.27,2,Andres Gonzalez,627.0,Independiente,CALI,27/02/2024,Masculino
CLI-00391,18.0,1307000.0,0,5730000.0,1.0,0.476,0,Juan Torres,595.0,,Barranquilla,16/02/2024,Femenino
CLI-00231,22.0,2480000.0,1,5410000.0,5.0,0.491,2,Isabella Munoz,452.0,,Itagui,04/11/2022,
CLI-00298,34.0,3367000.0,0,7110000.0,54.0,0.393,0,Andres Diaz,670.0,fijo,Envigado,19-May-2023,
CLI-00187,40.0,2944000.0,0,1410000.0,137.0,0.112,1,Luis Ramirez,686.0,N/A,Cali,2022-06-29,m
CLI-00456,40.0,3934000.0,0,3790000.0,95.0,0.051,1,David Garcia,836.0,,Envigado,24/08/2024,
CLI-00200,36.0,1793000.0,0,1020000.0,,0.382,1,Jorge Ortiz,733.0,fijo,Envigado,06/08/2022,m
CLI-00345,56.0,2117000.0,0,3610000.0,4.0,0.398,2,Camila Hernandez,613.0,Independiente,medellin,04/10/2023,Femenino
CLI-00122,40.0,2015000.0,0,3950000.0,69.0,0.113,1,Maria Lopez,666.0,Independiente,MEDELLIN,2021-12-21,
CLI-00471,42.0,1721000.0,0,4070000.0,,0.295,0,David Castro,615.0,fijo,Cali,07/10/2024,
CLI-00436,31.0,$2.662.000,0,2310000.0,22.0,0.187,0,Juan Gonzalez,579.0,indefinido,,26/06/2024,Femenino
CLI-00308,52.0,1064000.0,0,3410000.0,16.0,0.596,0,Juan Gomez,550.0,indefinido,Bogota,18-Jun-2023,Masculino
CLI-00464,18.0,1877000.0,0,6340000.0,42.0,0.527,0,Camila Rodriguez,605.0,Independiente,Envigado,2024/09/16,Femenino
CLI-00159,33.0,3636000.0,0,3780000.0,,0.457,0,Felipe Martinez,,Fijo,Envigado,2022/04/08,f
CLI-00086,43.0,5382000.0,0,4610000.0,,0.419,0,Ana Ortiz,640.0,Prestacion de servicios,medellin,06/09/2021,Masculino
CLI-00226,41.0,4117000.0,0,3560000.0,172.0,0.479,1,Maria Ortiz,740.0,indefinido,medellin,21/10/2022,
CLI-00263,41.0,2871000.0,0,7820000.0,4.0,0.612,0,Diego Perez,610.0,Independiente,medellin,06-Feb-2023,M
CLI-00332,45.0,4328000.0,0,1630000.0,67.0,0.452,0,Laura Vargas,680.0,fijo,Envigado,2023-08-27,M
CLI-00404,34.0,4387000.0,0,640000.0,27.0,0.854,0,Felipe Hernandez,824.0,indefinido,Medellin,2024/03/25,Masculino
CLI-00077,33.0,3867000.0,0,2210000.0,27.0,0.52,0,Ana Ramirez,595.0,N/A,Envigado,2021-08-11,Masculino
CLI-00439,31.0,3173000.0,0,4130000.0,5.0,0.011,0,Isabella Castro,,Independiente,Itagui,2024/07/05,M
CLI-00377,36.0,1971000.0,1,1560000.0,15.0,,0,  MARIA MARTINEZ  ,727.0,Independiente,Bucaramanga,2024-01-06,m
CLI-00088,38.0,1304000.0,0,2100000.0,22.0,0.688,0,Miguel Torres,756.0,,medellin,12-Sep-2021,f
CLI-00394,43.0,2021000.0,0,1990000.0,11.0,0.363,2,  ANA TORRES  ,433.0,Independiente,Pereira,24-Feb-2024,m
CLI-00183,33.0,3707000.0,0,1890000.0,21.0,0.065,1,Miguel Garcia,673.0,N/A,Envigado,17-Jun-2022,m
CLI-00106,36.0,2599000.0,0,1.370.000,56.0,,0,Laura Martinez,662.0,fijo,Bogota,04/11/2021,
CLI-00402,40.0,2087000.0,0,690000.0,28.0,0.042,1,Juan Munoz,473.0,N/A,medellin,2024-03-19,Masculino
CLI-00050,39.0,2762000.0,0,4340000.0,38.0,0.157,1,Maria Lopez,811.0,Prestacion de servicios,Barranquilla,24/05/2021,
CLI-00418,53.0,2584000.0,0,6200000.0,29.0,,0,Daniela Rodriguez,803.0,,CALI,05-May-2024,Femenino
CLI-00006,24.0,1511000.0,0,8770000.0,32.0,0.396,1,David Hernandez,506.0,Fijo,Medellin,15/01/2021,Femenino
CLI-00018,27.0,1405000.0,0,5.780.000,25.0,0.166,1,Diego Perez,532.0,Independiente,Envigado,19-Feb-2021,M
CLI-00235,30.0,2279000.0,0,2820000.0,12.0,0.01,0,Ana Garcia,443.0,N/A,MEDELLIN,16/11/2022,F
CLI-00406,35.0,5555000 COP,0,7390000.0,12.0,0.05,0,David Vargas,605.0,N/A,MEDELLIN,30/03/2024,M
CLI-00400,30.0,920000.0,0,5420000.0,71.0,0.064,1,Laura Martinez,765.0,N/A,CALI,13/03/2024,Femenino
CLI-00107,28.0,2904000.0,0,4850000.0,118.0,0.526,1,Miguel Ortiz,703.0,N/A,Pereira,2021-11-07,Femenino
CLI-00135,22.0,,0,3720000.0,58.0,0.46,1,Sofia Garcia,520.0,fijo,MEDELLIN,28/01/2022,Masculino
CLI-00407,37.0,1771000.0,0,3300000.0,35.0,0.512,2,Camila Rodriguez,673.0,fijo,,2024-04-02,Masculino
CLI-00227,66.0,2284000 COP,0,2440000.0,64.0,0.136,0,Isabella Torres,548.0,Independiente,medellin,2022-10-24,
CLI-00215,34.0,1785000.0,0,2270000.0,43.0,0.305,3,Maria Rodriguez,634.0,N/A,medellin,19/09/2022,f
CLI-00191,57.0,,0,4350000.0,12.0,0.316,0,Jorge Torres,613.0,Indefinido,bogota,10/07/2022,F
CLI-00446,22.0,1660000.0,0,1940000.0,49.0,0.291,1,Camila Vargas,557.0,Indefinido,Bogota,26/07/2024,m
CLI-00321,47.0,1559000.0,0,2040000.0,22.0,0.422,2,  MIGUEL GONZALEZ  ,628.0,Fijo,medellin,26/07/2023,
CLI-00283,48.0,4871000.0,0,1310000.0,70.0,0.539,0,Sofia Garcia,839.0,indefinido,Envigado,06-Apr-2023,f
CLI-00030,43.0,4336000.0,1,6610000.0,41.0,0.304,5,Natalia Munoz,731.0,Prestacion de servicios,Envigado,26/03/2021,F
CLI-00170,38.0,550000.0,0,2160000.0,87.0,0.442,0,Daniela Diaz,639.0,Indefinido,medellin,10/05/2022,Masculino
CLI-00181,0.0,2983000.0,0,1740000.0,31.0,0.357,0,Carlos Hernandez,539.0,Fijo,bogota,11/06/2022,F
CLI-00101,34.0,2566000 COP,0,3.890.000,17.0,0.358,2,Daniela Ortiz,711.0,Prestacion de servicios,Pereira,20/10/2021,f
CLI-00198,34.0,1225000 COP,0,3620000.0,23.0,0.505,0,Camila Garcia,540.0,Prestacion de servicios,Itagui,31-Jul-2022,Masculino
CLI-00210,34.0,2741000.0,0,1730000.0,3.0,0.216,1,Diego Martinez,540.0,N/A,Cali,04/09/2022,
CLI-00136,27.0,1718000.0,0,8050000.0,64.0,,1,Sofia Hernandez,701.0,Fijo,bogota,30/01/2022,m
CLI-00476,34.0,1178000.0,0,2520000.0,29.0,0.339,1,Laura Martinez,683.0,Fijo,Barranquilla,21/10/2024,Femenino
CLI-00434,18.0,4519000.0,0,1350000.0,2.0,0.546,2,Natalia Ramirez,940.0,indefinido,Bucaramanga,2024/06/20,f
CLI-00199,38.0,1255000.0,0,2820000.0,46.0,0.203,1,Valentina Perez,687.0,Indefinido,medellin,2022/08/03,F
CLI-00374,47.0,2046000.0,0,4690000.0,23.0,0.209,0,Juan Rodriguez,537.0,Independiente,MEDELLIN,2023/12/28,M
CLI-00167,48.0,884000.0,0,2580000.0,8.0,0.431,0,Paula Gomez,636.0,,CALI,2022-05-01,
CLI-00389,41.0,568000.0,0,2860000.0,32.0,0.394,0,Juan Lopez,531.0,Prestacion de servicios,CALI,2024/02/10,F
CLI-00137,41.0,1803000.0,1,3590000.0,90.0,0.31,3,Jorge Ortiz,603.0,,Medellin,2022-02-02,Masculino
CLI-00286,33.0,2245000.0,0,3650000.0,161.0,0.358,3,Luis Lopez,617.0,N/A,Medellin,14/04/2023,
CLI-00336,25.0,1268000.0,0,2040000.0,108.0,0.162,0,Diego Castro,573.0,Prestacion de servicios,Barranquilla,08/09/2023,F
CLI-00132,23.0,7093000.0,0,5890000.0,18.0,0.547,0,Daniela Castro,762.0,indefinido,Pereira,2022-01-19,
CLI-00040,45.0,1338000.0,0,2590000.0,34.0,0.391,0,Isabella Garcia,472.0,indefinido,Medellin,25/04/2021,m
CLI-00216,49.0,1080000.0,0,2910000.0,67.0,0.312,1,Sofia Ortiz,673.0,Independiente,Cali,22/09/2022,M
CLI-00044,41.0,1813000.0,0,2740000.0,29.0,0.337,3,Laura Diaz,670.0,Fijo,medellin,2021/05/06,Masculino
CLI-00055,33.0,,0,1990000.0,29.0,,1,David Munoz,715.0,fijo,Bucaramanga,07/06/2021,M
CLI-00480,,2475000.0,0,5540000.0,12.0,0.523,1,,528.0,fijo,bogota,02/11/2024,
CLI-00300,42.0,2022000.0,0,1220000.0,22.0,0.07,0,Laura Ramirez,646.0,fijo,medellin,25/05/2023,M
CLI-00461,41.0,4450000.0,0,4250000.0,34.0,0.215,0,Isabella Vargas,706.0,N/A,,07/09/2024,m
CLI-00305,37.0,3774000.0,0,5950000.0,73.0,0.084,1,Camila Ramirez,640.0,N/A,medellin,09/06/2023,Femenino
CLI-00036,50.0,2727000.0,0,2.470.000,84.0,0.463,0,Camila Ortiz,719.0,Independiente,Envigado,13/04/2021,Femenino
CLI-00316,35.0,2317000.0,0,10170000.0,37.0,0.308,0,  LUIS RAMIREZ  ,746.0,Independiente,Itagui,11/07/2023,f
CLI-00310,57.0,2210000.0,0,6330000.0,11.0,0.607,0,Natalia Ortiz,723.0,,CALI,24/06/2023,F
CLI-00277,30.0,1148000.0,0,4780000.0,53.0,0.224,0,Sofia Rodriguez,699.0,fijo,Pereira,2023-03-19,
CLI-00125,47.0,2509000.0,0,1380000.0,203.0,0.722,1,Santiago Rodriguez,764.0,Indefinido,Medellin,29/12/2021,Masculino
CLI-00143,18.0,5534000.0,0,3460000.0,10.0,0.586,1,Andres Lopez,711.0,Indefinido,Itagui,20-Feb-2022,f
CLI-00111,43.0,1182000.0,0,6310000.0,122.0,0.477,1,Andres Vargas,548.0,Indefinido,,18/11/2021,
CLI-00324,46.0,688000.0,0,4210000.0,,0.32,2,Ana Gonzalez,568.0,,MEDELLIN,2023/08/04,f
CLI-00333,30.0,1128000.0,0,1820000.0,26.0,0.01,1,Daniela Gonzalez,679.0,Independiente,CALI,30-Aug-2023,m
CLI-00394,43.0,2021000.0,0,1990000.0,11.0,0.363,2,Ana Torres,433.0,Independiente,Pereira,2024/02/24,m
CLI-00442,42.0,3089000.0,0,2700000.0,140.0,0.18,2,Natalia Vargas,621.0,fijo,Bogota,2024-07-14,m
CLI-00108,34.0,2481000.0,1,2530000.0,14.0,0.253,3,  NATALIA HERNANDEZ  ,698.0,Independiente,Bogota,10-Nov-2021,f
CLI-00466,33.0,1002000.0,0,4550000.0,61.0,0.2,1,Ana Vargas,621.0,,Envigado,22/09/2024,m
CLI-00013,39.0,2084000.0,0,3100000.0,50.0,0.205,0,Camila Gonzalez,486.0,Indefinido,Itagui,05-Feb-2021,F
CLI-00273,37.0,2253000.0,0,6030000.0,1.0,0.267,2,Sofia Gomez,636.0,indefinido,CALI,07-Mar-2023,Masculino
CLI-00048,40.0,,0,3660000.0,40.0,0.071,1,Paula Lopez,481.0,Indefinido,MEDELLIN,18-May-2021,Femenino
CLI-00204,45.0,1927000.0,0,4310000.0,22.0,0.302,2,Paula Martinez,601.0,Independiente,Itagui,2022/08/17,m
CLI-00431,27.0,1989000.0,0,1910000.0,117.0,,0,Carlos Martinez,568.0,,Envigado,12/06/2024,
CLI-00120,35.0,4096000.0,0,2430000.0,5.0,0.368,1,Camila Gomez,898.0,Independiente,bogota,15/12/2021,Masculino
